ID,Casa,Categoría,Perfume,Descripción_Corta,Género,Concentración,Tamaño,UPC_EAN,SKU_GEORGINA,Inspirado_En,Casa_Original,Tipo_Relación,Similitud_Estimada,Es_1_a_1,Foto_URL,Fuente,Precio_Referencia,Costo_GEORGINA,Precio_Venta_GEORGINA,Inventario,Proveedor,Estado,Notas
PERF-00116,Lattafa,Árabe,Qaed Al Fursan Unlimited,"Aroma amaderado aromático y frutal dominado por piña jugosa, azafrán dulce, notas amaderadas y ámbar cálido.",Unisex,,,,LATTAFA-QAED-AL-FURSAN-UNLIMITED-0115,Black XS / Aventus,Paco Rabanne / Creed,Inspirado / dupe,~88%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Piña jugosa, Azafrán. Corazón: Jazmín, Bálsamo de abeto. Fondo: Madera de cedro, Ámbar, Madera de agar (Oud)."
PERF-00117,Lattafa,Árabe,Qaed Al Fursan Untamed,"Aroma amaderado aromático y frutal dominado por piña jugosa, azafrán dulce, notas amaderadas y ámbar cálido.",Unisex,,,,LATTAFA-QAED-AL-FURSAN-UNTAMED-0116,Black XS / Aventus,Paco Rabanne / Creed,Inspirado / dupe,~88%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Piña jugosa, Azafrán. Corazón: Jazmín, Bálsamo de abeto. Fondo: Madera de cedro, Ámbar, Madera de agar (Oud)."
PERF-00118,Lattafa,Árabe,Qaed Al Fursan Flamboyant,"Aroma amaderado aromático y frutal dominado por piña jugosa, azafrán dulce, notas amaderadas y ámbar cálido.",Unisex,,,,LATTAFA-QAED-AL-FURSAN-FLAMBOYAN-0117,Black XS / Aventus,Paco Rabanne / Creed,Inspirado / dupe,~88%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Piña jugosa, Azafrán. Corazón: Jazmín, Bálsamo de abeto. Fondo: Madera de cedro, Ámbar, Madera de agar (Oud)."
PERF-00119,Lattafa,Árabe,Ra'ed Luxe,,,,,,LATTAFA-RA-ED-LUXE-0118,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00120,Lattafa,Árabe,Ra'ed Silver,,,,,,LATTAFA-RA-ED-SILVER-0119,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00121,Lattafa,Árabe,Ra'ed Oud,,,,,,LATTAFA-RA-ED-OUD-0120,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00122,Lattafa,Árabe,Raghba,,,,,,LATTAFA-RAGHBA-0121,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00123,Lattafa,Árabe,Raghba Wood Intense,,,,,,LATTAFA-RAGHBA-WOOD-INTENSE-0122,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00124,Lattafa,Árabe,Raghba for Men,,,,,,LATTAFA-RAGHBA-FOR-MEN-0123,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00125,Lattafa,Árabe,Ramz Silver,,,,,,LATTAFA-RAMZ-SILVER-0124,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00126,Lattafa,Árabe,Ramz Gold,,,,,,LATTAFA-RAMZ-GOLD-0125,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00127,Lattafa,Árabe,Ramz Lattafa,,,,,,LATTAFA-RAMZ-LATTAFA-0126,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00128,Lattafa,Árabe,Rouat Al Musk,,,,,,LATTAFA-ROUAT-AL-MUSK-0127,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00129,Lattafa,Árabe,Rouat Al Oud,,,,,,LATTAFA-ROUAT-AL-OUD-0128,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00130,Lattafa,Árabe,Rouat Al Oud Intense,,,,,,LATTAFA-ROUAT-AL-OUD-INTENSE-0129,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00131,Lattafa,Árabe,Sakeena,,,,,,LATTAFA-SAKEENA-0130,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00132,Lattafa,Árabe,Salvo,"Fragancia masculina fresca y aromática con bergamota de Calabria, pimienta de Sichuan y ambroxan.",Men,,,,LATTAFA-SALVO-0131,Sauvage,Dior,Inspirado / dupe,~91%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Bergamota de Calabria, Pimienta de Sichuan. Corazón: Lavanda, Pimienta rosa, Anís. Fondo: Ambroxan, Madera de cedro, Ládano."
PERF-00133,Lattafa,Árabe,Salvo Intense,"Versión intensa y profunda con vainilla ahumada, anís estrellado, nuez moscada y ambroxan cálido.",Men,,,,LATTAFA-SALVO-INTENSE-0132,Sauvage Eau de Parfum,Dior,Inspirado / dupe,~92%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Bergamota, Pimienta. Corazón: Lavanda, Nuez moscada, Anís estrellado. Fondo: Vainilla de Papúa, Ambroxan."
PERF-00134,Lattafa,Árabe,Sheikh Al Shuyukh Final Edition,,,,,,LATTAFA-SHEIKH-AL-SHUYUKH-FINAL--0133,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00135,Lattafa,Árabe,Sheikh Al Shuyukh Luxe Edition,,,,,,LATTAFA-SHEIKH-AL-SHUYUKH-LUXE-E-0134,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00136,Lattafa,Árabe,Sheikh Al Shuyukh Supreme,,,,,,LATTAFA-SHEIKH-AL-SHUYUKH-SUPREM-0135,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00137,Lattafa,Árabe,Sheikh Al Shuyukh Khusoosi,,,,,,LATTAFA-SHEIKH-AL-SHUYUKH-KHUSOO-0136,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00138,Lattafa,Árabe,Suqraat,,,,,,LATTAFA-SUQRAAT-0137,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00139,Lattafa,Árabe,Thouq,,,,,,LATTAFA-THOUQ-0138,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00140,Lattafa,Árabe,Teriaq,,,,,,LATTAFA-TERIAQ-0139,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00141,Lattafa,Árabe,Teriaq Intense,,,,,,LATTAFA-TERIAQ-INTENSE-0140,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00142,Lattafa,Árabe,The Kingdom,,,,,,LATTAFA-THE-KINGDOM-0141,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00143,Lattafa,Árabe,The Kingdom for Men,,,,,,LATTAFA-THE-KINGDOM-FOR-MEN-0142,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00144,Lattafa,Árabe,The Kingdom for Women,,,,,,LATTAFA-THE-KINGDOM-FOR-WOMEN-0143,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00145,Lattafa,Árabe,Taj Al Ward,,,,,,LATTAFA-TAJ-AL-WARD-0144,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00146,Lattafa,Árabe,Velvet Oud,,,,,,LATTAFA-VELVET-OUD-0145,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00147,Lattafa,Árabe,Velvet Oud Gold,,,,,,LATTAFA-VELVET-OUD-GOLD-0146,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00148,Lattafa,Árabe,Victoria,,,,,,LATTAFA-VICTORIA-0147,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00149,Lattafa,Árabe,Wajood,,,,,,LATTAFA-WAJOOD-0148,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00150,Lattafa,Árabe,Yara,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-0149,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00151,Lattafa,Árabe,Yara Candy,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-CANDY-0150,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00152,Lattafa,Árabe,Yara Moi,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-MOI-0151,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00153,Lattafa,Árabe,Yara Tous,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-TOUS-0152,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00154,Lattafa,Árabe,Yara Elixir,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-ELIXIR-0153,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00155,Lattafa,Árabe,Yara Confetti,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-CONFETTI-0154,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00156,Lattafa,Árabe,Yara Moi Rose,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-MOI-ROSE-0155,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00157,Lattafa,Árabe,Yara Rose,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-ROSE-0156,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00158,Lattafa,Árabe,Yara Pink,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-PINK-0157,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00159,Lattafa,Árabe,Yara Marshmallow,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-MARSHMALLOW-0158,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00160,Lattafa,Árabe,Yara Pistachio,"Aroma gourmand tropical y femenino con orquídeas aterciopeladas, heliotropo, frutas tropicales dulces y vainilla esponjosa.",Women,,,,LATTAFA-YARA-PISTACHIO-0159,Gourmand Floral Signature,Lattafa Original,Inspirado / dupe,100% Original,Sí,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Heliotropo, Orquídea, Mandarina. Corazón: Acorde Gourmand de frutas tropicales. Fondo: Vainilla, Almizcle blanco, Sándalo."
PERF-00161,Lattafa,Árabe,Zanzibar Edition,,,,,,LATTAFA-ZANZIBAR-EDITION-0160,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00162,Maison Alhambra,Árabe,Afro Leather,,,,,,MAISON-A-AFRO-LEATHER-0161,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00163,Maison Alhambra,Árabe,Alpine Homme Sport,,,,,,MAISON-A-ALPINE-HOMME-SPORT-0162,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00164,Maison Alhambra,Árabe,Amber & Leather,"Cuero moderno aterciopelado con cardamomo especiado, jazmín sambac, musgo blanco y pachulí.",Unisex,,,,MAISON-A-AMBER-LEATHER-0163,Ombré Leather,Tom Ford,Inspirado / dupe,~92%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Cardamomo. Corazón: Cuero, Jazmín sambac. Fondo: Ámbar, Musgo, Pachulí."
PERF-00165,Maison Alhambra,Árabe,Amberley,,,,,,MAISON-A-AMBERLEY-0164,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00166,Maison Alhambra,Árabe,Anarch,,,,,,MAISON-A-ANARCH-0165,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00167,Maison Alhambra,Árabe,Anchor Black,,,,,,MAISON-A-ANCHOR-BLACK-0166,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00168,Maison Alhambra,Árabe,Aquilo Pour Homme,,,,,,MAISON-A-AQUILO-POUR-HOMME-0167,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00169,Maison Alhambra,Árabe,Aromatic Rouge,,,,,,MAISON-A-AROMATIC-ROUGE-0168,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00170,Maison Alhambra,Árabe,Athena,,,,,,MAISON-A-ATHENA-0169,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00171,Maison Alhambra,Árabe,Aura D'eclat,,,,,,MAISON-A-AURA-D-ECLAT-0170,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00172,Maison Alhambra,Árabe,Avant,,,,,,MAISON-A-AVANT-0171,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00173,Maison Alhambra,Árabe,Baroque Rouge 540,,,,,,MAISON-A-BAROQUE-ROUGE-540-0172,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00174,Maison Alhambra,Árabe,Baroque Rouge Extrait,,,,,,MAISON-A-BAROQUE-ROUGE-EXTRAIT-0173,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00175,Maison Alhambra,Árabe,Bright Peach,"Gourmand frutal embriagador con melocotón maduro, naranja sanguina, aceite de davana, coñac y pachulí.",Unisex,,,,MAISON-A-BRIGHT-PEACH-0174,Bitter Peach,Tom Ford,Inspirado / dupe,~90%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Melocotón, Naranja sanguina, Cardamomo. Corazón: Davana, Ron, Coñac, Jazmín. Fondo: Vainilla, Pachulí, Haba tonka, Sándalo, Benjuí."
PERF-00176,Maison Alhambra,Árabe,Bright Peach Intense,"Gourmand frutal embriagador con melocotón maduro, naranja sanguina, aceite de davana, coñac y pachulí.",Unisex,,,,MAISON-A-BRIGHT-PEACH-INTENSE-0175,Bitter Peach,Tom Ford,Inspirado / dupe,~90%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Melocotón, Naranja sanguina, Cardamomo. Corazón: Davana, Ron, Coñac, Jazmín. Fondo: Vainilla, Pachulí, Haba tonka, Sándalo, Benjuí."
PERF-00177,Maison Alhambra,Árabe,Chants Tenderina,,,,,,MAISON-A-CHANTS-TENDERINA-0176,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00178,Maison Alhambra,Árabe,Chateau Ottoman,,,,,,MAISON-A-CHATEAU-OTTOMAN-0177,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00179,Maison Alhambra,Árabe,Candid Tonight,,,,,,MAISON-A-CANDID-TONIGHT-0178,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00180,Maison Alhambra,Árabe,Candid Tonight Intense,,,,,,MAISON-A-CANDID-TONIGHT-INTENSE-0179,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00181,Maison Alhambra,Árabe,Candid,,,,,,MAISON-A-CANDID-0180,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00182,Maison Alhambra,Árabe,Delilah,"Aroma floral frutal encantador con ruibarbo silvestre, lichi dulce, rosa turca aterciopelada y vainilla.",Women,,,,MAISON-A-DELILAH-0181,Delina,Parfums de Marly,Inspirado / dupe,~93%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Ruibarbo, Lichi, Bergamota. Corazón: Rosa turca, Peonía, Lirio de los valles. Fondo: Vainilla, Almizcle blanco, Cachemira, Cedro."
PERF-00183,Maison Alhambra,Árabe,Delilah Pour Femme,"Aroma floral frutal encantador con ruibarbo silvestre, lichi dulce, rosa turca aterciopelada y vainilla.",Women,,,,MAISON-A-DELILAH-POUR-FEMME-0182,Delina,Parfums de Marly,Inspirado / dupe,~93%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Ruibarbo, Lichi, Bergamota. Corazón: Rosa turca, Peonía, Lirio de los valles. Fondo: Vainilla, Almizcle blanco, Cachemira, Cedro."
PERF-00184,Maison Alhambra,Árabe,Dark Aoud,,,,,,MAISON-A-DARK-AOUD-0183,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00185,Maison Alhambra,Árabe,Dark Door Sport,,,,,,MAISON-A-DARK-DOOR-SPORT-0184,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00186,Maison Alhambra,Árabe,Dark Door Intense,,,,,,MAISON-A-DARK-DOOR-INTENSE-0185,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00187,Maison Alhambra,Árabe,Détour Noir,,,,,,MAISON-A-D-TOUR-NOIR-0186,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00188,Maison Alhambra,Árabe,Détour Noir Exclusif,,,,,,MAISON-A-D-TOUR-NOIR-EXCLUSIF-0187,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00189,Maison Alhambra,Árabe,Encode Mountain,,,,,,MAISON-A-ENCODE-MOUNTAIN-0188,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00190,Maison Alhambra,Árabe,Eternal Touch,,,,,,MAISON-A-ETERNAL-TOUCH-0189,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00191,Maison Alhambra,Árabe,Fabulo Intense,"Composición de cuero aromático con salvia esclarea, lavanda fresca, almendra amarga, cuero suave y haba tonka.",Unisex,,,,MAISON-A-FABULO-INTENSE-0190,Fucking Fabulous,Tom Ford,Inspirado / dupe,~91%,No,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,"Salida: Salvia esclarea, Lavanda. Corazón: Almendra amarga, Cuero, Raíz de lirio, Vainilla. Fondo: Haba tonka, Cuero, Cachemira, Ámbar, Maderas blancas."
PERF-00192,Maison Alhambra,Árabe,Flaming Elixir,,,,,,MAISON-A-FLAMING-ELIXIR-0191,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00193,Maison Alhambra,Árabe,Forbidden Love,,,,,,MAISON-A-FORBIDDEN-LOVE-0192,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00194,Maison Alhambra,Árabe,Galatea,,,,,,MAISON-A-GALATEA-0193,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00195,Maison Alhambra,Árabe,Galatea Leather,,,,,,MAISON-A-GALATEA-LEATHER-0194,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00196,Maison Alhambra,Árabe,Glacier Bella,,,,,,MAISON-A-GLACIER-BELLA-0195,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
PERF-00197,Maison Alhambra,Árabe,Glacier Bold,,,,,,MAISON-A-GLACIER-BOLD-0196,,,,,,,Catálogo de la casa / referencia de catálogo,,,,,,Referencia — revisar antes de publicar,
